38 Sea Zone  (3390,1477)  (3342,1524)  (3342,1476)  (3437,1525)  (3390,1429)  (3438,1429)  (3438,1477)  (3340,1428)  (3389,1572)  (3341,1572)  (3451,1573)  (3388,1381)  (3436,1381)  (3333,1380)  (3381,1333)  (3429,1333)  (3333,1332)  (3381,1285)  (3333,1284)  | overflowToLeft=false
22 Sea Zone  (131,1865)  (83,1912)  (83,1864)  (178,1913)  (131,1817)  (179,1817)  (179,1865)  (81,1816)  (35,1950)  (35,1902)  (226,1913)  (129,1769)  (177,1769)  (225,1769)  (227,1817)  (227,1865)  (33,1854)  (33,1806)  (81,1768)  (23,1758)  (273,1723)  (274,1913)  (129,1721)  (275,1771)  (275,1819)  (71,1720)  (0,1710)  (251,1675)  (299,1675)  (321,1723)  (322,1867)  (322,1915)  (119,1673)  (323,1771)  (323,1819)  (48,1672)  (0,1662)  (237,1627)  (285,1627)  (253,1579)  (301,1579)  (298,1531)  | overflowToLeft=false
West Indies  (215,923)  | overflowToLeft=false
Ukraine  (1414,607)  (1366,630)  (1366,582)  (1461,655)  (1414,559)  (1462,559)  (1462,607)  (1413,678)  | overflowToLeft=false
Urals  (2077,367)  (2029,414)  (2029,366)  (2124,415)  (2077,319)  (2125,319)  (2125,367)  (2027,318)  (2067,462)  (2019,462)  (1981,414)  (1981,366)  (2075,271)  (2123,271)  (2171,271)  (2173,319)  (2173,367)  (2008,270)  (1971,472)  (2023,510)  (1933,424)  (1933,376)  (2056,223)  (2104,223)  (2152,223)  (2200,223)  (2003,222)  (1975,520)  (1927,520)  (1923,472)  (2051,175)  (2099,175)  (2147,175)  (2195,175)  (1987,174)  (1952,568)  (1904,568)  (2035,127)  (2083,127)  (2131,127)  (2179,127)  (1983,126)  (1932,616)  (2031,79)  (2079,79)  (2127,79)  (2175,79)  (2073,31)  (2121,31)  (2169,31)  | overflowToLeft=false
French West Africa  (695,1248)  (647,1295)  (647,1247)  (742,1296)  (695,1200)  (743,1200)  (743,1248)  (645,1199)  (694,1343)  (790,1296)  (751,1344)  (693,1152)  (791,1172)  (791,1220)  (599,1151)  (647,1104)  (597,1103)  | overflowToLeft=false
India  (1871,1017)  (1823,1064)  (1823,1016)  (1908,1065)  (1871,969)  (1919,969)  (1919,1017)  (1821,968)  (1860,1112)  (1900,921)  (1967,972)  (1897,1160)  | overflowToLeft=false
46 Sea Zone  (2930,825)  (2882,872)  (2882,824)  (2977,873)  (2930,777)  (2978,777)  (2978,825)  (2880,776)  (2928,729)  (2976,729)  (2876,728)  (2924,681)  (2972,681)  (2876,680)  (2924,633)  (2972,633)  (2876,632)  (2924,585)  (2972,585)  (2876,584)  (2924,537)  (2972,537)  (2876,536)  (2924,489)  (2972,489)  (2876,488)  | overflowToLeft=false
Turkey  (1445,910)  (1397,921)  (1493,887)  (1349,932)  | overflowToLeft=false
Caroline Islands  (2756,1271)  (2805,1272)  | overflowToLeft=false
23 Sea Zone  (427,1474)  (474,1522)  (426,1522)  (381,1426)  (429,1426)  (475,1474)  (477,1424)  (442,1376)  (460,1328)  (468,1163)  (413,1130)  (461,1115)  (373,1082)  (421,1067)  (373,1034)  | overflowToLeft=false
Southern Europe  (997,766)  (1045,763)  (1093,752)  (1132,800)  (1141,731)  (1004,814)  (1035,860)  (1076,906)  | overflowToLeft=false
35 Sea Zone  (2433,1922)  (2392,1874)  (2440,1874)  (2641,1950)  (2689,1948)  (2920,1949)  (2938,1896)  (2952,1829)  | overflowToLeft=false
Sinkiang  (2159,659)  (2111,669)  (2111,621)  (2207,621)  (2207,669)  (2072,573)  (2063,645)  (2255,619)  (2255,667)  (2295,715)  (2303,615)  (2303,663)  | overflowToLeft=false
Germany  (1037,550)  (989,597)  (989,549)  (1084,598)  (1037,502)  (1085,502)  (1085,550)  (987,501)  (1036,645)  (941,602)  (941,554)  (1132,598)  (1132,646)  (1084,646)  (1133,465)  (1133,513)  (1036,693)  | overflowToLeft=false
Union of South Africa  (1126,1831)  (1147,1879)  (1135,1783)  (1174,1831)  (1183,1743)  | overflowToLeft=false
16 Sea Zone  (814,885)  (766,931)  (766,883)  (814,837)  | overflowToLeft=false
4 Sea Zone  (1402,10)  (1354,20)  (1450,1)  (1450,49)  (1498,1)  (1546,1)  | overflowToLeft=false
21 Sea Zone  (37,1520)  (84,1568)  (36,1568)  (0,1472)  (48,1472)  (85,1520)  (96,1461)  (0,1424)  (48,1424)  (96,1413)  (0,1376)  (48,1376)  (96,1365)  (0,1328)  (48,1328)  | overflowToLeft=false
Middle East  (1441,1014)  (1393,1048)  (1489,982)  (1576,949)  (1624,909)  (1672,900)  (1720,900)  | overflowToLeft=false
Sweden  (1044,289)  (1041,337)  (1051,243)  | overflowToLeft=false
Philippine Islands  (2513,1145)  (2478,1193)  (2532,1195)  | overflowToLeft=false
24 Sea Zone  (581,1449)  (628,1497)  (580,1497)  (538,1401)  (586,1401)  (629,1449)  (676,1497)  (538,1353)  (586,1353)  (677,1428)  (724,1476)  (538,1305)  (772,1478)  (538,1257)  (539,1209)  (517,1161)  (517,1113)  (517,1065)  (565,1038)  | overflowToLeft=false
39 Sea Zone  (2591,1403)  (2591,1522)  (2639,1403)  (2687,1403)  (2688,1451)  (2735,1403)  (2736,1451)  (2783,1403)  (2784,1451)  (2822,1499)  (2831,1403)  (2832,1451)  (2846,1547)  (2870,1499)  (2879,1403)  (2880,1451)  (2892,1274)  (2892,1322)  (2894,1547)  (2918,1499)  (2927,1370)  (2940,1274)  (2940,1322)  (2942,1547)  (2944,1418)  (2975,1370)  (2988,1274)  (2988,1322)  (2990,1525)  (2992,1418)  (3013,1575)  (3023,1370)  (3036,1274)  (3036,1322)  (3040,1418)  (3056,1466)  (3061,1573)  (3071,1370)  (3084,1274)  (3084,1322)  (3088,1418)  (3089,1514)  (3104,1466)  (3109,1562)  (3119,1370)  (3132,1274)  (3132,1322)  (3136,1418)  (3137,1514)  (3152,1466)  (3157,1562)  | overflowToLeft=false
Norway/Finland  (972,201)  (955,249)  (1020,159)  (1117,70)  (1181,184)  | overflowToLeft=false
Siberia  (2391,208)  (2343,255)  (2343,207)  (2438,256)  (2391,160)  (2439,160)  (2439,208)  (2341,159)  (2390,303)  (2342,303)  (2295,255)  (2295,207)  (2486,256)  (2486,304)  (2438,304)  (2294,304)  (2389,112)  (2437,112)  (2487,201)  (2293,159)  (2293,111)  (2341,111)  (2390,351)  (2342,351)  (2534,249)  (2534,297)  (2453,352)  (2294,352)  (2389,64)  (2437,64)  (2535,196)  (2264,63)  (2312,63)  (2542,345)  (2405,399)  (2357,399)  (2582,244)  (2582,292)  (2309,400)  (2360,16)  (2408,16)  (2456,16)  (2267,15)  (2590,340)  (2590,388)  (2401,447)  (2638,366)  (2652,414)  | overflowToLeft=false
8 Sea Zone  (709,271)  (710,204)  | overflowToLeft=false
18 Sea Zone  (1222,969)  (1245,921)  | overflowToLeft=false
45 Sea Zone  (3048,482)  (3048,530)  (3048,578)  (3048,626)  (3048,674)  (3048,722)  (3048,770)  (3048,818)  (3048,866)  (3096,482)  (3096,530)  (3096,632)  (3096,680)  (3096,728)  (3096,776)  (3096,824)  (3096,872)  (3144,482)  (3144,530)  (3144,620)  (3144,668)  (3144,716)  (3144,764)  (3144,812)  (3144,860)  | overflowToLeft=false
Italian East Africa  (1305,1400)  (1257,1417)  (1317,1352)  (1353,1400)  | overflowToLeft=false
51 Sea Zone  (3200,422)  (3156,374)  (3248,421)  | overflowToLeft=false
48 Sea Zone  (2515,931)  (2467,974)  (2467,926)  (2515,883)  (2419,1016)  (2505,835)  | overflowToLeft=false
40 Sea Zone  (2406,1091)  (2406,1139)  (2406,1187)  (2406,1235)  (2454,1077)  (2454,1125)  (2454,1250)  (2502,1035)  (2502,1263)  (2540,1083)  (2550,994)  (2550,1252)  (2578,1131)  (2584,1179)  (2588,1042)  (2590,1311)  (2598,952)  (2598,1227)  (2638,1275)  (2638,1323)  (2646,1187)  (2686,1235)  (2686,1324)  (2694,1187)  (2734,1324)  (2742,1187)  (2782,1322)  (2790,1187)  (2830,1312)  (2836,1235)  (2838,1187)  | overflowToLeft=false
Belgian Congo/Kenya  (1113,1554)  (1065,1601)  (1065,1553)  (1160,1602)  (1113,1506)  (1161,1506)  (1161,1554)  (1063,1505)  (1208,1602)  (1208,1650)  (1160,1650)  (1111,1458)  (1209,1472)  (1209,1520)  (1015,1550)  (1015,1502)  (1063,1457)  (1015,1454)  (1257,1494)  | overflowToLeft=false
United Kingdom  (810,277)  (811,325)  (812,372)  (792,228)  (785,182)  | overflowToLeft=false
French Equatorial Africa  (941,1310)  (893,1357)  (893,1309)  (988,1358)  (941,1262)  (989,1262)  (989,1310)  (891,1261)  (1036,1358)  (939,1214)  (1037,1245)  (1037,1293)  (854,1213)  (852,1165)  | overflowToLeft=false
Switzerland  (940,673)  (893,672)  | overflowToLeft=false
43 Sea Zone  (3426,940)  (3378,897)  (3451,988)  (3426,892)  (3350,849)  (3451,1036)  (3451,1084)  (3451,1132)  (3451,1180)  (3451,1228)  | overflowToLeft=false
37 Sea Zone  (3333,1811)  (3285,1858)  (3285,1810)  (3380,1859)  (3333,1763)  (3381,1763)  (3381,1811)  (3283,1762)  (3332,1906)  (3284,1906)  (3428,1859)  (3428,1907)  (3380,1907)  (3331,1715)  (3379,1715)  (3427,1715)  (3429,1763)  (3429,1811)  (3265,1714)  (3313,1667)  (3361,1667)  (3409,1667)  (3265,1666)  | overflowToLeft=false
26 Sea Zone  (906,1553)  (953,1601)  (905,1601)  (876,1505)  (924,1505)  (841,1457)  (889,1457)  | overflowToLeft=false
2 Sea Zone  (480,117)  (432,164)  (432,116)  (527,165)  (480,69)  (528,69)  (528,117)  (479,212)  (557,213)  (458,21)  (506,21)  (554,21)  (509,260)  (557,261)  | overflowToLeft=false
Western United States  (3395,619)  (3347,665)  (3347,617)  (3442,667)  (3395,571)  (3443,571)  (3443,619)  (3344,569)  (3392,523)  (3440,523)  | overflowToLeft=false
Australia  (2714,1815)  (2666,1862)  (2666,1814)  (2761,1863)  (2714,1767)  (2762,1767)  (2762,1815)  (2664,1766)  (2618,1886)  (2618,1838)  (2809,1863)  (2809,1911)  (2712,1719)  (2760,1719)  (2808,1719)  (2810,1767)  (2810,1815)  (2616,1790)  (2616,1742)  (2664,1718)  (2613,1694)  (2570,1898)  (2570,1850)  (2857,1863)  (2857,1911)  (2858,1755)  (2858,1803)  (2568,1802)  (2568,1754)  (2685,1670)  | overflowToLeft=false
Himalaya  (2024,870)  (1976,904)  (1976,856)  (2070,918)  (2024,822)  (2072,822)  (2072,870)  | overflowToLeft=false
32 Sea Zone  (2254,1203)  (2302,1189)  (2302,1237)  (2336,1141)  (2350,1189)  (2350,1237)  (2147,1263)  (2111,1135)  (2109,1215)  (2099,1263)  (2091,1087)  (2063,1167)  (2061,1215)  | overflowToLeft=false
Sahara  (876,1100)  (828,1107)  (828,1059)  (924,1089)  (950,1137)  (780,1105)  (780,1057)  (998,1112)  (998,1160)  (732,1071)  (1046,1113)  (1046,1161)  (1094,1122)  (1094,1170)  | overflowToLeft=false
Central America  (-2,868)  (8,915)  | overflowToLeft=false
Gibraltar  (677,898)  | overflowToLeft=false
Erie  (664,244)  | overflowToLeft=false
44 Sea Zone  (3236,758)  (3283,806)  (3235,806)  (3204,710)  (3252,710)  (3284,758)  (3301,854)  (3253,854)  (3205,854)  (3204,662)  (3252,662)  (3204,614)  (3252,614)  (3204,566)  (3252,566)  (3204,518)  (3252,518)  | overflowToLeft=false
Iceland  (816,27)  | overflowToLeft=false
Coastal China  (2393,819)  (2345,858)  (2345,810)  (2435,867)  (2393,771)  (2441,785)  (2387,906)  (2364,723)  (2412,723)  (2370,675)  | overflowToLeft=false
6 Sea Zone  (896,154)  (944,120)  (878,202)  (848,136)  (748,120)  (700,155)  (652,155)  | overflowToLeft=false
Mozambique  (1240,1742)  (1224,1788)  | overflowToLeft=false
10 Sea Zone  (436,583)  (388,630)  (388,582)  (455,631)  (436,535)  (441,431)  | overflowToLeft=false
Brazil  (318,1238)  (270,1255)  (270,1207)  (365,1286)  (318,1190)  (366,1190)  (366,1238)  (317,1303)  (238,1159)  (222,1215)  (389,1334)  (294,1142)  (414,1203)  (414,1251)  (341,1351)  (190,1167)  | overflowToLeft=false
Iwo Jima  (2794,859)  | overflowToLeft=false
Midway  (3110,591)  | overflowToLeft=false
Manchuria  (2499,543)  (2451,590)  (2451,542)  (2541,591)  (2499,495)  (2547,495)  (2547,543)  (2480,447)  (2528,447)  (2595,458)  (2595,506)  (2534,667)  (2542,715)  | overflowToLeft=false
5 Sea Zone  (1099,370)  (1051,397)  (1124,322)  (1127,274)  (1221,263)  (1104,226)  | overflowToLeft=false
Eastern United States  (92,640)  (44,687)  (44,639)  (139,688)  (131,592)  (140,640)  (42,591)  (179,584)  (167,736)  (188,632)  (0,543)  (48,543)  (227,574)  (275,545)  | overflowToLeft=false
Japan  (2749,702)  (2696,731)  (2647,758)  (2600,791)  (2752,655)  (2750,607)  | overflowToLeft=false
Yunnan  (2218,846)  (2170,892)  (2265,894)  (2198,798)  (2246,798)  (2266,846)  (2146,775)  (2313,922)  (2252,942)  (2206,750)  (2098,761)  | overflowToLeft=false
30 Sea Zone  (1819,1337)  (1771,1359)  (1771,1311)  (1819,1289)  (1867,1289)  (1867,1337)  (1744,1263)  (1792,1241)  (1915,1270)  (1915,1318)  (1937,1220)  (1734,1215)  (1782,1193)  (1963,1268)  (1963,1316)  (1953,1172)  (1985,1220)  (1734,1167)  (2001,1155)  (1782,1145)  (2011,1268)  (2011,1316)  (1734,1119)  (1966,1107)  (1734,1071)  (2008,1059)  | overflowToLeft=false
Western Europe  (793,618)  (745,665)  (745,617)  (840,666)  (793,570)  (841,570)  (841,618)  (792,713)  (744,713)  (854,714)  (800,522)  (848,522)  | overflowToLeft=false
Caucasus  (1617,630)  (1569,677)  (1569,620)  (1617,582)  (1665,582)  (1665,630)  (1558,572)  (1595,725)  (1547,725)  (1620,534)  (1668,534)  (1713,582)  (1713,630)  (1723,731)  (1730,678)  (1596,773)  (1761,592)  (1765,779)  (1771,726)  (1778,640)  (1629,821)  (1581,821)  (1813,774)  (1819,688)  (1826,620)  (1861,736)  (1867,668)  | overflowToLeft=false
New Zealand  (3113,1731)  (3088,1777)  (3062,1823)  (3037,1868)  | overflowToLeft=false
11 Sea Zone  (241,765)  (288,813)  (240,813)  (232,717)  (280,717)  (289,765)  (152,853)  (271,669)  (319,669)  (130,805)  (104,854)  (313,621)  (82,806)  (34,812)  | overflowToLeft=false
Soviet Far East  (2692,101)  (2644,148)  (2644,100)  (2739,149)  (2692,53)  (2740,53)  (2740,101)  (2642,52)  (2596,142)  (2787,149)  (2772,197)  (2724,197)  (2690,5)  (2738,5)  (2786,5)  (2788,53)  (2788,101)  (2594,94)  (2594,46)  (2642,4)  (2834,1)  (2836,49)  (2836,97)  (2546,131)  (2546,83)  (2546,35)  (2882,1)  (2884,49)  (2884,97)  (2932,42)  | overflowToLeft=false
New Guinea  (2710,1515)  (2758,1524)  | overflowToLeft=false
17 Sea Zone  (1019,943)  (971,944)  (971,896)  (946,848)  (1118,954)  (898,847)  (1166,941)  | overflowToLeft=false
Okinawa  (2699,1079)  | overflowToLeft=false
41 Sea Zone  (2842,931)  (2842,979)  (2842,1027)  (2842,1075)  (2842,1123)  (2890,931)  (2890,979)  (2890,1027)  (2890,1121)  (2892,1186)  (2938,931)  (2938,979)  (2938,1027)  (2938,1115)  (2940,1163)  (2940,1211)  | overflowToLeft=false
7 Sea Zone  (887,301)  (907,349)  (793,418)  | overflowToLeft=false
Afghanistan  (1072,1676)  (1786,856)  (1833,857)  | overflowToLeft=false
Western Canada  (3359,302)  (3311,349)  (3311,301)  (3406,350)  (3359,254)  (3407,254)  (3407,302)  (3309,253)  (3358,397)  (3310,397)  (3263,319)  (3451,398)  (3357,206)  (3405,206)  (3261,271)  (3261,223)  (3309,205)  (3249,175)  (3403,445)  (3355,445)  (3451,446)  (3357,158)  (3405,158)  (3297,157)  (3249,127)  (3345,110)  (3393,110)  (3441,110)  (3297,109)  (3345,62)  (3393,62)  (3441,62)  (3250,61)  (3298,14)  (3346,14)  (3394,14)  (3442,14)  (3250,13)  | overflowToLeft=false
North Africa  (852,973)  (804,988)  (929,1003)  (754,994)  (977,1003)  (1012,1051)  (1060,1036)  | overflowToLeft=false
12 Sea Zone  (53,908)  (101,904)  (101,952)  (149,961)  (197,958)  (245,987)  (263,904)  (293,987)  (300,1035)  (311,904)  | overflowToLeft=false
French Madagascar  (1372,1817)  (1355,1769)  | overflowToLeft=false
1 Sea Zone  (151,238)  (103,240)  (196,286)  (106,190)  (154,190)  (199,238)  (202,162)  (250,130)  | overflowToLeft=false
Spain/Portugal  (624,820)  (576,841)  (585,772)  (633,772)  (672,820)  (681,768)  (729,777)  | overflowToLeft=false
Russia  (1826,297)  (1778,344)  (1778,296)  (1836,345)  (1826,249)  (1874,249)  (1874,297)  (1776,248)  (1788,392)  (1730,321)  (1824,201)  (1872,201)  (1920,201)  (1922,249)  (1728,273)  (1752,200)  (1833,440)  (1785,440)  (1800,153)  (1848,153)  (1896,153)  (1737,482)  (1845,488)  (1797,488)  (1784,105)  (1832,105)  (1818,536)  | overflowToLeft=false
East Indies  (2213,1455)  (2193,1407)  (2259,1488)  (2306,1514)  | overflowToLeft=false
Wake Island  (2902,1080)  | overflowToLeft=false
Saudi Arabia  (1472,1136)  (1424,1183)  (1424,1135)  (1489,1184)  (1500,1088)  (1520,1136)  (1548,1060)  (1440,1231)  (1568,1108)  (1616,1069)  | overflowToLeft=false
Southeast Asia  (2238,1053)  (2190,1082)  (2190,1034)  (2285,1101)  (2170,986)  (2142,1041)  (2122,993)  | overflowToLeft=false
27 Sea Zone  (949,1913)  (901,1950)  (901,1902)  (949,1865)  (997,1865)  (997,1913)  (889,1854)  (937,1817)  (985,1817)  (1045,1886)  (1045,1934)  (882,1806)  (930,1769)  (882,1758)  (930,1721)  (978,1711)  (882,1710)  | overflowToLeft=false
Karelia  (1354,226)  (1306,255)  (1306,207)  (1401,274)  (1369,178)  (1402,226)  (1417,170)  (1449,274)  (1257,140)  (1450,218)  (1498,220)  (1219,76)  (1267,56)  | overflowToLeft=false
33 Sea Zone  (2439,1478)  (2489,1486)  (2536,1500)  (2456,1531)  (2507,1550)  (2309,1361)  (2340,1311)  (2512,1317)  | overflowToLeft=false
Szechwan  (1976,733)  (1949,685)  (1997,685)  (2024,733)  | overflowToLeft=false
Alaska  (3128,239)  (3080,280)  (3175,287)  (3118,191)  (3166,191)  (3176,239)  (3124,143)  (3172,143)  (3137,95)  (3185,95)  (3138,47)  (3186,47)  | overflowToLeft=false
Hawaiian Islands  (3183,1033)  (3152,983)  (3105,983)  (3229,1026)  | overflowToLeft=false
42 Sea Zone  (3028,931)  (3028,979)  (3028,1027)  (3028,1075)  (3028,1123)  (3028,1171)  (3028,1219)  (3076,931)  (3076,1003)  (3076,1051)  (3076,1099)  (3076,1147)  (3076,1195)  (3124,931)  (3124,1018)  (3124,1066)  (3124,1114)  (3124,1162)  (3124,1210)  (3172,931)  (3172,1074)  (3172,1122)  (3172,1170)  (3172,1218)  (3202,979)  (3220,931)  (3220,1068)  (3220,1116)  (3220,1164)  (3220,1212)  (3250,979)  (3268,931)  (3268,1027)  (3268,1075)  (3268,1123)  (3268,1171)  (3268,1219)  (3298,979)  (3316,1027)  (3316,1075)  (3316,1123)  (3316,1171)  (3316,1219)  (3346,963)  (3364,1011)  (3364,1059)  (3364,1107)  (3364,1155)  (3364,1203)  | overflowToLeft=false
Eastern Canada  (74,361)  (26,408)  (26,360)  (121,409)  (122,339)  (24,312)  (169,391)  (169,439)  (0,264)  (210,487)  (217,403)  (0,216)  (235,337)  (48,181)  (258,451)  (264,229)  (265,385)  (0,168)  (268,277)  (283,325)  (48,133)  (306,433)  (313,373)  (0,120)  (316,261)  (96,108)  (331,309)  (48,85)  (144,76)  (361,357)  (0,72)  (96,60)  (379,274)  (192,47)  (48,37)  (0,24)  (96,12)  | overflowToLeft=false
36 Sea Zone  (3013,1654)  (3013,1702)  (3013,1750)  (3013,1798)  (3013,1931)  (3061,1654)  (3061,1917)  (3099,1869)  (3109,1917)  (3111,1821)  (3134,1654)  (3147,1869)  (3157,1917)  (3159,1774)  (3175,1702)  (3182,1654)  (3195,1822)  (3205,1870)  (3205,1918)  (3207,1750)  | overflowToLeft=false
34 Sea Zone  (2470,1664)  (2422,1711)  (2422,1663)  (2480,1712)  (2470,1616)  (2518,1616)  (2518,1664)  (2420,1615)  (2432,1759)  (2566,1610)  (2614,1610)  (2843,1610)  (2869,1658)  (2891,1610)  (2907,1706)  (2917,1658)  (2937,1754)  (2939,1610)  (2955,1706)  | overflowToLeft=false
9 Sea Zone  (579,448)  (531,495)  (531,447)  (617,496)  (579,400)  (529,399)  (569,543)  (521,543)  (617,544)  (577,352)  (504,351)  (569,591)  (521,591)  (617,592)  (569,639)  (521,639)  (617,640)  | overflowToLeft=false
Chile/Argentina  (206,1419)  (223,1467)  (175,1467)  (174,1371)  (222,1371)  (254,1419)  (220,1515)  (172,1515)  (163,1323)  (211,1323)  (186,1563)  (139,1275)  (175,1611)  | overflowToLeft=false
31 Sea Zone  (1973,1659)  (1925,1706)  (1925,1658)  (2020,1707)  (1973,1611)  (2021,1611)  (2021,1659)  (1923,1610)  (1972,1754)  (1924,1754)  (1877,1706)  (1877,1658)  (2068,1707)  (2068,1755)  (2020,1755)  (1876,1755)  (1971,1563)  (2019,1563)  (2067,1563)  (2069,1611)  (2069,1659)  (1875,1610)  (1875,1562)  (1923,1562)  (2115,1517)  (1972,1802)  (1924,1802)  (1829,1707)  (1829,1659)  (2116,1707)  (2116,1755)  (2116,1803)  (2068,1803)  (2020,1803)  (1876,1803)  (1828,1803)  (1828,1755)  (1971,1515)  (2019,1515)  (2067,1515)  (2117,1565)  (2117,1613)  (1827,1611)  (1827,1563)  (1827,1515)  (1875,1514)  (1923,1514)  (2115,1469)  (2163,1469)  (2163,1517)  (1972,1850)  (1924,1850)  (1781,1707)  (1781,1659)  | overflowToLeft=false
25 Sea Zone  (602,1814)  (554,1861)  (554,1813)  (649,1862)  (602,1766)  (650,1766)  (650,1814)  (552,1765)  (601,1909)  (553,1909)  (506,1861)  (506,1813)  (697,1862)  (697,1910)  (649,1910)  (505,1910)  (600,1718)  (648,1718)  (696,1718)  (698,1766)  (698,1814)  (504,1765)  (504,1717)  (552,1717)  (744,1672)  (458,1862)  (458,1814)  (745,1862)  (745,1910)  (457,1950)  (600,1670)  (648,1670)  (696,1670)  (746,1720)  (746,1768)  (456,1766)  (456,1718)  (456,1670)  (504,1669)  (552,1669)  (744,1624)  (792,1624)  (792,1672)  (410,1902)  (410,1854)  (793,1816)  (793,1864)  (793,1912)  (409,1950)  (409,1622)  (600,1622)  (648,1622)  (696,1622)  (794,1720)  (794,1768)  | overflowToLeft=false
19 Sea Zone  (1409,814)  (1361,838)  (1457,810)  (1505,808)  | overflowToLeft=false
Anglo-Egypt Sudan  (1204,1256)  (1156,1303)  (1156,1255)  (1245,1304)  (1204,1208)  (1252,1208)  (1194,1351)  (1146,1351)  (1198,1160)  (1246,1160)  (1182,1399)  (1219,1112)  (1170,1075)  (1218,1064)  | overflowToLeft=false
14 Sea Zone  (583,935)  (539,719)  | overflowToLeft=false
